Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
3883,155360,6,204.592,27.0819,108,74,0,150.592,64.0819,150.592,-9.91807,258.592,-9.91806,258.592,64.0819
3884,155400,6,213.49,28.0587,86.2123,59.0714,0,170.384,57.5945,170.384,-1.47696,256.596,-1.47696,256.596,57.5945
3885,155440,9,234.551,31.9997,84.2676,57.7389,0,192.417,60.8691,192.417,3.1302,276.684,3.1302,276.684,60.8691
3886,155480,9,238.654,32.9843,92.3923,63.3059,0,192.458,64.6372,192.458,1.33135,284.85,1.33135,284.85,64.6372
3887,155520,9,249.138,36.4039,75.5331,51.7542,0,211.372,62.281,211.372,10.5268,286.905,10.5268,286.905,62.281
3888,155560,6,234.687,23.1006,110.026,75.3882,0,179.674,60.7947,179.674,-14.5935,289.7,-14.5935,289.7,60.7947
3889,155600,3,267.821,34.9099,45.9619,31.4924,0,244.84,50.6561,244.84,19.1637,290.802,19.1637,290.802,50.6561
3890,155640,2,208.205,-108.493,625.216,428.389,0,-104.403,105.701,-104.403,-322.688,520.813,-322.688,520.813,105.701
3891,155680,2,251.863,-14.7099,253.04,173.379,0,125.344,71.9796,125.344,-101.399,378.383,-101.399,378.383,71.9796
3892,155720,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
3893,155760,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
3894,155800,0,nan,nan,54,37,0,nan,nan,nan,nan,nan,nan,nan,nan
3895,155840,2,9,36.5,54,37,0,-18,55,-18,18,36,18,36,55
3896,155880,2,11.3502,34.8488,24.3421,16.6788,0,-0.820785,43.1882,-0.820785,26.5093,23.5213,26.5093,23.5213,43.1882
3897,155920,2,-47.9792,87.251,621.575,425.894,0,-358.767,300.198,-358.767,-125.696,262.809,-125.696,262.809,300.198
3898,155960,5,254.722,101.166,408.001,279.556,0,50.7217,240.945,50.7217,-38.6117,458.723,-38.6117,458.723,240.945
3899,156000,3,294.703,86.932,515.72,353.363,0,36.843,263.614,36.843,-89.7497,552.563,-89.7496,552.563,263.614
3900,156040,4,281.902,91.5028,433.819,297.246,0,64.9923,240.126,64.9923,-57.1204,498.811,-57.1203,498.811,240.126
3901,156080,5,184.434,91.6544,145.706,99.8355,0,111.582,141.572,111.582,41.7366,257.287,41.7366,257.287,141.572
3902,156120,6,200.211,92.3835,195.303,133.819,0,102.559,159.293,102.559,25.474,297.862,25.474,297.862,159.293
3903,156160,5,209.274,95.8962,225.763,154.689,0,96.3928,173.241,96.3928,18.5516,322.155,18.5516,322.155,173.241
3904,156200,6,191.451,92.7473,175.252,120.08,0,103.824,152.787,103.824,32.7071,279.077,32.7071,279.077,152.787
3905,156240,8,191.933,95.2929,163.885,112.291,0,109.991,151.439,109.991,39.1472,273.876,39.1472,273.876,151.439
3906,156280,12,197.69,98.041,187.959,128.787,0,103.711,162.434,103.711,33.6476,291.67,33.6476,291.67,162.434
3907,156320,13,216.363,103.472,217.544,149.058,0,107.591,178.001,107.591,28.9427,325.134,28.9427,325.134,178.001
3908,156360,10,226.55,105.7,235.22,161.17,0,108.94,186.285,108.94,25.1154,344.16,25.1154,344.16,186.285
3909,156400,8,206.614,99.2111,201.084,137.78,0,106.073,168.101,106.073,30.3213,307.156,30.3213,307.156,168.101
3910,156440,8,201.235,99.9182,189.007,129.505,0,106.732,164.671,106.732,35.1659,295.739,35.1659,295.739,164.671
3911,156480,8,202.892,99.9012,188.794,129.359,0,108.495,164.581,108.495,35.2217,297.29,35.2217,297.29,164.581
3912,156520,8,205.799,101.826,190.4,130.46,0,110.599,167.055,110.599,36.5958,300.999,36.5958,300.999,167.055
3913,156560,9,207.924,102.443,201.923,138.355,0,106.962,171.62,106.962,33.2654,308.885,33.2654,308.885,171.62
3914,156600,8,205.938,103.128,196.665,134.752,0,107.606,170.504,107.606,35.7525,304.27,35.7525,304.27,170.504
3915,156640,9,209.196,103.596,201.365,137.972,0,108.513,172.582,108.513,34.6094,309.878,34.6094,309.878,172.582
3916,156680,14,201.39,101.174,161.372,110.569,0,120.704,156.459,120.704,45.8895,282.076,45.8895,282.076,156.459
3917,156720,15,212.957,102.725,192.778,132.089,0,116.568,168.769,116.568,36.6804,309.347,36.6804,309.347,168.769
3918,156760,13,213.531,102.133,194.115,133.005,0,116.473,168.635,116.473,35.6304,310.588,35.6304,310.588,168.635
3919,156800,6,217.017,98.135,232.555,159.343,0,100.739,177.806,100.739,18.4635,333.294,18.4635,333.294,177.806
3920,156840,5,232.851,96.2821,256.843,175.985,0,104.43,184.274,104.43,8.28976,361.273,8.28976,361.273,184.274
3921,156880,5,221.302,93.7966,228.743,156.731,0,106.931,172.162,106.931,15.4311,335.674,15.4311,335.674,172.162
3922,156920,6,193.815,93.8044,168,115.111,0,109.815,151.36,109.815,36.2489,277.815,36.2489,277.815,151.36
3923,156960,6,193.86,99.8576,177.251,121.45,0,105.234,160.583,105.234,39.1326,282.486,39.1326,282.486,160.583
3924,157000,5,196.746,98.5823,187.076,128.182,0,103.208,162.673,103.208,34.4915,290.284,34.4915,290.284,162.673
3925,157040,5,189.25,99.2592,146.718,100.529,0,115.891,149.524,115.891,48.9946,262.609,48.9946,262.609,149.524
3926,157080,6,194.04,100.571,167.622,114.852,0,110.229,157.997,110.229,43.145,277.851,43.145,277.851,157.997
3927,157120,9,185.191,90.9492,147.66,101.174,0,111.362,141.536,111.362,40.3621,259.021,40.3621,259.021,141.536
3928,157160,9,182.191,94.4583,136.884,93.7909,0,113.749,141.354,113.749,47.5628,250.633,47.5628,250.633,141.354
3929,157200,10,183.645,95.4209,140.676,96.3891,0,113.307,143.615,113.307,47.2263,253.982,47.2263,253.982,143.615
3930,157240,8,191.155,95.5388,158.544,108.632,0,111.883,149.855,111.883,41.2227,270.427,41.2227,270.427,149.855
3931,157280,11,193.39,98.3477,181.844,124.597,0,102.468,160.646,102.468,36.0493,284.312,36.0493,284.312,160.646
3932,157320,9,186.809,102.326,175.651,120.354,0,98.9836,162.503,98.9836,42.1493,274.635,42.1493,274.635,162.503
3933,157360,10,194.931,102.803,205.367,140.715,0,92.2477,173.16,92.2477,32.4459,297.615,32.4459,297.615,173.16
3934,157400,7,212.104,103.419,198.717,136.158,0,112.745,171.498,112.745,35.3398,311.463,35.3398,311.463,171.498
3935,157440,7,219.477,104.026,229.66,157.36,0,104.647,182.706,104.647,25.3462,334.307,25.3462,334.307,182.706
3936,157480,5,224.339,102.742,236.678,162.168,0,106,183.826,106,21.6582,342.678,21.6582,342.678,183.826
3937,157520,11,151.263,47.7867,169.68,116.262,0,66.4233,105.918,66.4233,-10.3445,236.103,-10.3445,236.103,105.918
3938,157560,18,155.898,43.001,168.152,115.215,0,71.8225,100.609,71.8225,-14.6065,239.974,-14.6065,239.974,100.609
3939,157600,14,154.277,41.7362,185.832,127.33,0,61.3609,105.401,61.3609,-21.9286,247.193,-21.9286,247.193,105.401
3940,157640,14,157.793,40.3009,195.451,133.92,0,60.0678,107.261,60.0678,-26.6591,255.519,-26.6591,255.519,107.261
3941,157680,14,171.871,45.0576,170.542,116.853,0,86.5996,103.484,86.5996,-13.3687,257.141,-13.3687,257.141,103.484
3942,157720,14,179.274,46.0568,165.922,113.687,0,96.3135,102.9,96.3135,-10.7868,262.235,-10.7868,262.235,102.9
3943,157760,15,181.533,43.2697,182.305,124.913,0,90.3805,105.726,90.3805,-19.1866,272.685,-19.1866,272.685,105.726
3944,157800,17,188.708,42.991,193.009,132.247,0,92.2032,109.115,92.2032,-23.1325,285.212,-23.1325,285.212,109.115
3945,157840,15,194.3,44.1413,192.266,131.738,0,98.167,110.01,98.167,-21.7277,290.433,-21.7277,290.433,110.01
3946,157880,16,206.15,43.9918,175.305,120.116,0,118.498,104.05,118.498,-16.0664,293.803,-16.0664,293.803,104.05
3947,157920,24,216.912,46.5876,168.242,115.277,0,132.791,104.226,132.791,-11.051,301.033,-11.051,301.033,104.226
3948,157960,26,220.721,51.0835,162.692,111.474,0,139.375,106.821,139.375,-4.65366,302.067,-4.65366,302.067,106.821
3949,158000,26,226.221,54.2514,148.757,101.926,0,151.843,105.214,151.843,3.28833,300.6,3.28833,300.6,105.214
3950,158040,21,227.525,54.1284,152.193,104.281,0,151.429,106.269,151.429,1.98812,303.622,1.98811,303.622,106.269
3951,158080,21,232.196,54.5575,155.151,106.307,0,154.621,107.711,154.621,1.40395,309.772,1.40395,309.772,107.711
3952,158120,18,234.775,55.4635,162.736,111.504,0,153.407,111.216,153.407,-0.288544,316.143,-0.288544,316.143,111.216
3953,158160,15,240.919,57.165,142.766,97.8215,0,169.536,106.076,169.536,8.25428,312.303,8.25428,312.303,106.076
3954,158200,14,244.12,54.4701,148.65,101.852,0,169.795,105.396,169.795,3.54382,318.444,3.54382,318.444,105.396
3955,158240,13,245.438,54.5786,170.94,117.125,0,159.968,113.141,159.968,-3.98412,330.908,-3.98412,330.908,113.141
3956,158280,14,248.378,56.7496,144.815,99.225,0,175.97,106.362,175.97,7.13706,320.785,7.13706,320.785,106.362
3957,158320,12,253.417,60.7596,118.438,81.1522,0,194.198,101.336,194.198,20.1835,312.636,20.1835,312.636,101.336
3958,158360,12,256.436,61.0684,102.213,70.0345,0,205.33,96.0857,205.33,26.0511,307.542,26.0511,307.542,96.0857
3959,158400,12,258.64,61.2966,100.174,68.6377,0,208.553,95.6155,208.553,26.9778,308.727,26.9778,308.727,95.6155
3960,158440,13,258.344,61.7251,95.603,65.5058,0,210.542,94.478,210.542,28.9722,306.145,28.9722,306.145,94.478
3961,158480,13,266.377,59.1508,110.27,75.5553,0,211.242,96.9285,211.242,21.3732,321.512,21.3732,321.512,96.9285
3962,158520,5,268.946,52.7985,169.623,116.223,0,184.134,110.91,184.134,-5.31319,353.758,-5.31319,353.758,110.91
3963,158560,4,274.074,45.553,210.849,144.47,0,168.649,117.788,168.649,-26.6822,379.498,-26.6822,379.498,117.788
3964,158600,3,292.825,41.6341,258.69,177.25,0,163.48,130.259,163.48,-46.9911,422.17,-46.9911,422.17,130.259
3965,158640,2,287.9,46.0411,253.211,173.497,0,161.294,132.789,161.294,-40.7072,414.505,-40.7072,414.505,132.789
3966,158680,1,339.606,-8.4837,549.311,376.38,0,64.9502,179.706,64.9502,-196.673,614.261,-196.673,614.261,179.706
3967,158720,3,258.474,69.1494,149.976,102.761,0,183.486,120.53,183.486,17.7688,333.462,17.7688,333.462,120.53
3968,158760,3,248.045,93.2781,240.276,164.634,0,127.907,175.595,127.907,10.9612,368.183,10.9612,368.183,175.595
3969,158800,2,240.135,114.141,421.814,289.021,0,29.2276,258.651,29.2276,-30.3698,451.042,-30.3698,451.042,258.651
3970,158840,6,263.333,95.256,211.013,144.583,0,157.826,167.547,157.826,22.9644,368.839,22.9644,368.839,167.547
3971,158880,4,285.917,118.973,304.274,208.484,0,133.78,223.215,133.78,14.7315,438.054,14.7315,438.054,223.215
3972,158920,4,261.499,120.282,207.11,141.909,0,157.944,191.236,157.944,49.3275,365.054,49.3275,365.054,191.236
3973,158960,3,224.304,103.348,54,37,0,197.304,121.848,197.304,84.8484,251.304,84.8484,251.304,121.848
3974,159000,6,232.399,104.086,50.3442,34.4951,0,207.227,121.334,207.227,86.8389,257.571,86.8389,257.571,121.334
3975,159040,10,238.39,105.199,51.7151,35.4344,0,212.533,122.916,212.533,87.4819,264.248,87.4819,264.248,122.916
3976,159080,6,237.383,112.793,65.7186,45.0294,0,204.523,135.308,204.523,90.2787,270.242,90.2787,270.242,135.308
3977,159120,7,222.485,119.864,141.248,96.7807,0,151.861,168.254,151.861,71.4737,293.109,71.4737,293.109,168.254
3978,159160,10,223.814,121.829,163.553,112.064,0,142.037,177.862,142.037,65.7973,305.59,65.7973,305.59,177.862
3979,159200,8,214.781,125.371,169.753,116.312,0,129.904,183.528,129.904,67.2152,299.657,67.2152,299.657,183.528
3980,159240,5,213.429,124.739,175.756,120.425,0,125.551,184.952,125.551,64.5267,301.307,64.5267,301.307,184.952
3981,159280,7,214.708,125.28,200.93,137.675,0,114.242,194.118,114.242,56.4431,315.173,56.4431,315.173,194.118
3982,159320,7,215.38,131.039,290.214,198.85,0,70.2725,230.464,70.2725,31.6133,360.487,31.6133,360.487,230.464
3983,159360,6,214.419,129.219,259.409,177.743,0,84.7141,218.091,84.7141,40.3476,344.123,40.3477,344.123,218.091
3984,159400,9,217.099,120.432,250.233,171.456,0,91.9824,206.16,91.9824,34.7038,342.216,34.7038,342.216,206.16
3985,159440,4,216.021,127.218,261.43,179.128,0,85.3058,216.782,85.3058,37.6537,346.736,37.6537,346.736,216.782
3986,159480,5,218.992,124.248,250.236,171.458,0,93.8743,209.977,93.8743,38.5188,344.11,38.5188,344.11,209.977
3987,159520,4,222.856,120.23,201.633,138.156,0,122.039,189.308,122.039,51.152,323.672,51.152,323.672,189.308
3988,159560,5,235.782,117.822,143.138,98.0762,0,164.213,166.861,164.213,68.7844,307.351,68.7844,307.351,166.861
3989,159600,9,206.583,136.998,341.856,234.235,0,35.6547,254.115,35.6547,19.8805,377.511,19.8805,377.511,254.115
3990,159640,9,209.594,130.036,321.701,220.425,0,48.7438,240.249,48.7438,19.8237,370.445,19.8237,370.445,240.249
3991,159680,7,206.077,129.328,308.91,211.661,0,51.6221,235.159,51.6221,23.4981,360.532,23.4981,360.532,235.159
3992,159720,8,201.721,134.093,353.223,242.023,0,25.1098,255.105,25.1098,13.0819,378.332,13.0819,378.332,255.105
3993,159760,6,202.114,139.658,364.299,249.612,0,19.9642,264.465,19.9642,14.8524,384.263,14.8524,384.263,264.465
3994,159800,8,254.569,108.597,83.6354,57.3057,0,212.752,137.249,212.752,79.9436,296.387,79.9436,296.387,137.249
3995,159840,9,253.842,104.201,72.9555,49.988,0,217.365,129.195,217.365,79.2068,290.32,79.2068,290.32,129.195
3996,159880,10,252.622,108.125,75.6325,51.8223,0,214.806,134.036,214.806,82.2135,290.438,82.2135,290.438,134.036
3997,159920,5,232.738,121.406,187.007,128.135,0,139.235,185.473,139.235,57.3386,326.242,57.3386,326.242,185.473
3998,159960,8,208.106,142.362,386.001,264.482,0,15.1054,274.603,15.1054,10.121,401.107,10.121,401.107,274.603
3999,160000,8,215.252,134.947,296.538,203.184,0,66.983,236.539,66.983,33.3549,363.521,33.3549,363.521,236.539
4000,160040,7,201.276,145.695,414.652,284.114,0,-6.04984,287.752,-6.04984,3.63788,408.603,3.63788,408.603,287.752
4001,160080,9,206.853,147.229,406.138,278.28,0,3.78334,286.369,3.78334,8.08868,409.922,8.08868,409.922,286.369
4002,160120,7,229.826,113.141,92.6134,63.4573,0,183.519,144.869,183.519,81.412,276.132,81.412,276.132,144.869
4003,160160,9,227.306,118.361,135.47,92.8223,0,159.571,164.772,159.571,71.9494,295.041,71.9494,295.041,164.772
4004,160200,9,233.826,114.916,84.1704,57.6723,0,191.741,143.752,191.741,86.0798,275.911,86.0798,275.911,143.752
4005,160240,12,236.929,115.358,97.3068,66.6731,0,188.276,148.694,188.276,82.021,285.583,82.021,285.583,148.694
4006,160280,13,234.969,118.028,134.972,92.4809,0,167.482,164.268,167.482,71.7874,302.455,71.7874,302.455,164.268
4007,160320,11,235.153,116.146,127.539,87.388,0,171.383,159.84,171.383,72.4518,298.922,72.4518,298.922,159.84
4008,160360,12,233.47,113.562,116.522,79.8391,0,175.209,153.481,175.209,73.642,291.731,73.642,291.731,153.481
4009,160400,15,234.59,114.135,126.616,86.7553,0,171.282,157.513,171.282,70.7575,297.898,70.7575,297.898,157.513
4010,160440,13,233.466,116.419,136.965,93.8466,0,164.984,163.342,164.984,69.4953,301.949,69.4953,301.949,163.342
4011,160480,11,229.463,113.683,134.708,92.3002,0,162.109,159.834,162.109,67.5334,296.817,67.5334,296.817,159.834
4012,160520,14,231.15,113.677,131.699,90.238,0,165.3,158.796,165.3,68.5579,296.999,68.5579,296.999,158.796
4013,160560,13,231.215,111.38,123.796,84.8231,0,169.317,153.791,169.317,68.968,293.113,68.968,293.113,153.791
4014,160600,16,231.11,110.652,112.043,76.7702,0,175.088,149.037,175.088,72.2672,287.131,72.2672,287.131,149.037
4015,160640,20,229.253,105.622,97.4916,66.7998,0,180.507,139.022,180.507,72.2226,277.998,72.2226,277.998,139.022
4016,160680,19,230.135,105.28,97.2487,66.6334,0,181.511,138.596,181.511,71.9628,278.76,71.9628,278.76,138.596
4017,160720,22,230.782,103.013,101.729,69.7033,0,179.917,137.864,179.917,68.1611,281.646,68.1611,281.646,137.864
4018,160760,23,233.44,105.024,103.841,71.1502,0,181.519,140.599,181.519,69.4488,285.36,69.4488,285.36,140.599
4019,160800,8,242.57,105.776,146.656,100.486,0,169.243,156.019,169.243,55.5327,315.898,55.5327,315.898,156.019
4020,160840,9,245.112,107.662,161.323,110.536,0,164.45,162.93,164.45,52.3935,325.773,52.3935,325.773,162.93
4021,160880,12,246.061,108.784,153.744,105.343,0,169.189,161.456,169.189,56.1127,322.932,56.1127,322.932,161.456
4022,160920,13,244.336,109.053,140.672,96.3863,0,174,157.246,174,60.8599,314.672,60.8599,314.672,157.246
4023,160960,12,246.905,106.911,156.318,107.107,0,168.746,160.464,168.746,53.3578,325.063,53.3578,325.063,160.464
4024,161000,15,239.856,105.051,133.818,91.6899,0,172.947,150.896,172.947,59.2064,306.765,59.2064,306.765,150.896
4025,161040,20,232.608,108.453,116.257,79.6576,0,174.48,148.282,174.48,68.6246,290.737,68.6246,290.737,148.282
4026,161080,23,231.277,106.999,104.686,71.7291,0,178.935,142.864,178.935,71.1345,283.62,71.1345,283.62,142.864
4027,161120,25,230.225,106.648,88.1352,60.3889,0,186.157,136.843,186.157,76.4539,274.293,76.4539,274.293,136.843
4028,161160,28,229.803,106.02,85.9043,58.8604,0,186.851,135.45,186.851,76.5893,272.755,76.5893,272.755,135.45
4029,161200,30,227.303,105.49,79.301,54.3359,0,187.653,132.658,187.653,78.3225,266.954,78.3225,266.954,132.658
4030,161240,32,227.018,107.614,60.4784,41.4389,0,196.779,128.333,196.779,86.8944,257.257,86.8943,257.257,128.333
4031,161280,28,227.805,108.724,60.2803,41.3032,0,197.665,129.376,197.665,88.0729,257.945,88.0728,257.945,129.376
4032,161320,31,232.055,109.749,54.5815,37.3984,0,204.765,128.448,204.765,91.05,259.346,91.05,259.346,128.448
4033,161360,36,229.438,109.561,59.3184,40.6441,0,199.779,129.883,199.779,89.2384,259.097,89.2384,259.097,129.883
4034,161400,31,227.587,109.656,56.8813,38.9742,0,199.146,129.143,199.146,90.1692,256.027,90.1692,256.027,129.143
4035,161440,30,228.657,108.957,60.7821,41.647,0,198.265,129.78,198.265,88.133,259.048,88.133,259.048,129.78
4036,161480,30,229.235,107.536,72.2529,49.5066,0,193.108,132.289,193.108,82.7827,265.361,82.7827,265.361,132.289
4037,161520,31,225.159,109.05,64.0323,43.874,0,193.143,130.987,193.143,87.1127,257.175,87.1127,257.175,130.987
4038,161560,20,222.714,108.765,49.7284,34.0732,0,197.85,125.801,197.85,91.7283,247.578,91.7283,247.578,125.801
4039,161600,20,223.537,108.79,52.5696,36.0199,0,197.252,126.8,197.252,90.7797,249.822,90.7797,249.822,126.8
4040,161640,21,224.166,108.505,61.9055,42.4167,0,193.213,129.713,193.213,87.2963,255.119,87.2963,255.119,129.713
4041,161680,20,234.925,109.249,49.8814,34.178,0,209.984,126.338,209.984,92.1597,259.865,92.1597,259.865,126.338
4042,161720,19,238.875,108.968,43.4174,29.749,0,217.166,123.842,217.166,94.0932,260.584,94.0932,260.584,123.842
4043,161760,20,235.787,108.692,37.204,25.4916,0,217.185,121.438,217.185,95.9463,254.389,95.9463,254.389,121.438
4044,161800,24,231.762,108.121,43.3686,29.7155,0,210.078,122.979,210.078,93.2635,253.446,93.2635,253.446,122.979
4045,161840,24,229.12,107.502,49.4682,33.8949,0,204.386,124.449,204.386,90.5542,253.854,90.5542,253.854,124.449
4046,161880,25,227.07,106.422,55.2228,37.8378,0,199.459,125.341,199.459,87.5029,254.682,87.5029,254.682,125.341
4047,161920,24,225.288,105.528,62.448,42.7884,0,194.064,126.923,194.064,84.1341,256.512,84.1341,256.512,126.923
4048,161960,27,223.438,105.361,62.6525,42.9286,0,192.112,126.825,192.112,83.8967,254.765,83.8967,254.765,126.825
4049,162000,30,221.579,105.874,57.6592,39.5073,0,192.749,125.628,192.749,86.1203,250.408,86.1203,250.408,125.628
4050,162040,29,218.326,104.521,63.3663,43.4176,0,186.643,126.23,186.643,82.8123,250.009,82.8123,250.009,126.23
4051,162080,31,213.843,104.022,66.9962,45.9048,0,180.345,126.974,180.345,81.0694,247.341,81.0694,247.341,126.974
4052,162120,32,211.129,103.541,65.6731,44.9982,0,178.293,126.04,178.293,81.0422,243.966,81.0422,243.966,126.04
4053,162160,33,209.693,103.008,71.806,49.2004,0,173.791,127.608,173.791,78.4076,245.596,78.4076,245.596,127.608
4054,162200,36,209.927,103.018,68.5248,46.9522,0,175.665,126.494,175.665,79.5419,244.189,79.5419,244.189,126.494
4055,162240,34,207.626,102.56,70.1118,48.0396,0,172.57,126.58,172.57,78.5404,242.682,78.5404,242.682,126.58
4056,162280,33,207.282,101.913,70.3838,48.226,0,172.09,126.026,172.09,77.8,242.474,77.8,242.474,126.026
4057,162320,34,209.249,101.99,70.9299,48.6001,0,173.784,126.29,173.784,77.6898,244.714,77.6898,244.714,126.29
4058,162360,36,208.927,101.587,72.5446,49.7065,0,172.654,126.44,172.654,76.7335,245.199,76.7335,245.199,126.44
4059,162400,40,206.924,101.761,68.7406,47.1,0,172.554,125.311,172.554,78.2109,241.294,78.2109,241.294,125.311
4060,162440,40,208.768,101.97,68.8413,47.169,0,174.347,125.554,174.347,78.3854,243.188,78.3854,243.188,125.554
4061,162480,39,211.254,101.865,68.4548,46.9042,0,177.027,125.317,177.027,78.4129,245.482,78.4129,245.482,125.317
4062,162520,38,210.721,101.472,73.0589,50.0589,0,174.191,126.501,174.191,76.4426,247.25,76.4426,247.25,126.501
4063,162560,37,211.742,101.049,74.5518,51.0818,0,174.466,126.589,174.466,75.5077,249.018,75.5077,249.018,126.589
4064,162600,37,212.87,101.479,73.0448,50.0492,0,176.348,126.504,176.348,76.4544,249.393,76.4544,249.393,126.504
4065,162640,38,213.365,101.672,72.8953,49.9468,0,176.918,126.645,176.918,76.6983,249.813,76.6983,249.813,126.645
4066,162680,38,214.498,101.795,73.9709,50.6837,0,177.513,127.137,177.513,76.4532,251.484,76.4532,251.484,127.137
4067,162720,39,215.943,102.308,75.9758,52.0575,0,177.955,128.336,177.955,76.2788,253.931,76.2788,253.931,128.336
4068,162760,39,217.76,102.811,74.9296,51.3407,0,180.296,128.481,180.296,77.1407,255.225,77.1407,255.225,128.481
4069,162800,37,218.54,103.184,73.5086,50.367,0,181.786,128.368,181.786,78.0009,255.294,78.0009,255.294,128.368
4070,162840,37,219.311,102.67,76.7576,52.5932,0,180.933,128.966,180.933,76.3731,257.69,76.3731,257.69,128.966
4071,162880,37,220.134,102.985,76.2654,52.2559,0,182.002,129.113,182.002,76.8571,258.267,76.8571,258.267,129.113
4072,162920,37,219.406,102.999,78.3924,53.7133,0,180.21,129.856,180.21,76.1425,258.603,76.1425,258.603,129.856
4073,162960,37,220.198,103.113,78.2262,53.5995,0,181.085,129.913,181.085,76.3134,259.311,76.3134,259.311,129.913
4074,163000,37,220.186,103.084,81.7627,56.0226,0,179.304,131.095,179.304,75.0728,261.067,75.0728,261.067,131.095
4075,163040,34,217.276,103.004,87.1421,59.7085,0,173.705,132.859,173.705,73.1501,260.847,73.1501,260.847,132.859
4076,163080,34,218.196,102.278,95.0191,65.1057,0,170.686,134.83,170.686,69.7247,265.705,69.7247,265.705,134.83
4077,163120,35,218.703,101.731,98.6612,67.6012,0,169.373,135.532,169.373,67.9304,268.034,67.9304,268.034,135.532
4078,163160,33,218.661,101.316,97.282,66.6562,0,170.02,134.644,170.02,67.9877,267.302,67.9877,267.302,134.644
4079,163200,33,218.318,101.38,92.4069,63.3159,0,172.114,133.038,172.114,69.7225,264.521,69.7225,264.521,133.038
4080,163240,34,218.437,100.423,96.0114,65.7856,0,170.432,133.315,170.432,67.5298,266.443,67.5298,266.443,133.315
4081,163280,39,218.914,99.8868,94.6482,64.8515,0,171.59,132.313,171.59,67.461,266.238,67.461,266.238,132.313
4082,163320,38,219.288,99.6353,96.0441,65.808,0,171.266,132.539,171.266,66.7313,267.31,66.7313,267.31,132.539
4083,163360,35,219.027,99.6292,97.8074,67.0162,0,170.123,133.137,170.123,66.1211,267.931,66.1211,267.931,133.137
4084,163400,36,219.16,99.3854,97.691,66.9364,0,170.314,132.854,170.314,65.9172,268.005,65.9172,268.005,132.854
4085,163440,36,218.25,98.3463,100.565,68.9054,0,167.968,132.799,167.968,63.8936,268.532,63.8936,268.532,132.799
4086,163480,34,219.029,98.195,99.4491,68.141,0,169.304,132.266,169.304,64.1245,268.753,64.1245,268.753,132.266
4087,163520,34,217.032,98.2125,98.7559,67.6661,0,167.655,132.046,167.655,64.3795,266.41,64.3795,266.41,132.046
4088,163560,36,213.613,98.1099,97.0618,66.5053,0,165.082,131.363,165.082,64.8572,262.144,64.8572,262.144,131.363
4089,163600,36,215.038,97.5347,94.6232,64.8344,0,167.726,129.952,167.726,65.1175,262.349,65.1175,262.349,129.952
4090,163640,36,211.414,98.1253,90.9251,62.3005,0,165.952,129.276,165.952,66.9751,256.877,66.9751,256.877,129.276
4091,163680,37,210.392,97.8242,94.6118,64.8266,0,163.086,130.237,163.086,65.4109,257.698,65.4109,257.698,130.237
4092,163720,37,208.831,97.5032,92.1452,63.1365,0,162.759,129.071,162.759,65.9349,254.904,65.9349,254.904,129.071
4093,163760,37,204.395,96.9817,96.4782,66.1055,0,156.156,130.034,156.156,63.929,252.634,63.929,252.634,130.034
4094,163800,38,202.21,97.0073,92.6301,63.4688,0,155.895,128.742,155.895,65.2729,248.525,65.2729,248.525,128.742
4095,163840,36,199.685,95.8576,92.6758,63.5001,0,153.347,127.608,153.347,64.1076,246.023,64.1076,246.023,127.608
4096,163880,38,195.656,94.9633,93.1732,63.8409,0,149.069,126.884,149.069,63.0429,242.243,63.0429,242.243,126.884
4097,163920,38,194.086,93.7719,95.9274,65.7281,0,146.122,126.636,146.122,60.9078,242.049,60.9078,242.049,126.636
4098,163960,37,190.003,93.9318,96.1268,65.8647,0,141.94,126.864,141.94,60.9995,238.067,60.9995,238.067,126.864
4099,164000,39,186.033,93.5995,95.1974,65.2279,0,138.434,126.213,138.434,60.9856,233.632,60.9856,233.632,126.213
4100,164040,40,184.014,93.8327,94.2897,64.6059,0,136.869,126.136,136.869,61.5298,231.159,61.5298,231.159,126.136
4101,164080,41,181.042,93.6789,94.1722,64.5254,0,133.956,125.942,133.956,61.4162,228.128,61.4162,228.128,125.942
4102,164120,42,175.4,93.5705,92.1143,63.1154,0,129.343,125.128,129.343,62.0128,221.457,62.0128,221.457,125.128
4103,164160,39,173.117,93.564,92.6121,63.4564,0,126.811,125.292,126.811,61.8358,219.423,61.8358,219.423,125.292
4104,164200,40,170.314,93.8502,91.4658,62.671,0,124.581,125.186,124.581,62.5147,216.046,62.5147,216.046,125.186
4105,164240,40,165.49,93.6146,95.5405,65.4629,0,117.72,126.346,117.72,60.8831,213.26,60.8831,213.26,126.346
4106,164280,41,163.575,93.9836,95.7025,65.574,0,115.724,126.771,115.724,61.1966,211.427,61.1966,211.427,126.771
