Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
2068,82760,38,131.084,91.3407,61.8391,42.3712,0,100.164,112.526,100.164,70.155,162.003,70.155,162.003,112.526
2069,82800,40,129.751,91.5936,57.7422,39.5641,0,100.88,111.376,100.88,71.8115,158.622,71.8115,158.622,111.376
2070,82840,41,126.372,91.0239,59.2752,40.6145,0,96.7339,111.331,96.7339,70.7167,156.009,70.7167,156.009,111.331
2071,82880,42,127.048,91.5539,55.1043,37.7567,0,99.4963,110.432,99.4963,72.6756,154.601,72.6756,154.601,110.432
2072,82920,41,127.595,91.6283,53.4636,36.6325,0,100.863,109.945,100.863,73.3121,154.326,73.3121,154.326,109.945
2073,82960,42,127.894,91.2004,54.2276,37.1559,0,100.78,109.778,100.78,72.6224,155.008,72.6224,155.008,109.778
2074,83000,44,129.004,91.143,55.759,38.2052,0,101.124,110.246,101.124,72.0404,156.883,72.0404,156.883,110.246
2075,83040,41,129.312,91.9653,53.5284,36.6769,0,102.548,110.304,102.548,73.6268,156.077,73.6268,156.077,110.304
2076,83080,40,128.385,92.076,53.3159,36.5313,0,101.727,110.342,101.727,73.8103,155.043,73.8103,155.043,110.342
2077,83120,40,125.313,91.8341,53.3036,36.5228,0,98.6609,110.095,98.6609,73.5727,151.964,73.5727,151.964,110.095
2078,83160,40,123.237,91.919,56.1426,38.4681,0,95.1655,111.153,95.1655,72.685,151.308,72.685,151.308,111.153
2079,83200,41,123.376,91.8254,60.1818,41.2357,0,93.2854,112.443,93.2854,71.2076,153.467,71.2076,153.467,112.443
2080,83240,40,123.187,92.3051,58.1645,39.8535,0,94.1045,112.232,94.1045,72.3784,152.269,72.3784,152.269,112.232
2081,83280,43,123.359,92.8695,54.6606,37.4527,0,96.0286,111.596,96.0286,74.1432,150.689,74.1432,150.689,111.596
2082,83320,39,121.536,92.9684,57.5628,39.4412,0,92.7546,112.689,92.7546,73.2478,150.317,73.2478,150.317,112.689
2083,83360,44,122.259,93.1408,53.2816,36.5078,0,95.6186,111.395,95.6186,74.8869,148.9,74.8869,148.9,111.395
2084,83400,46,121.213,93.3657,57.7274,39.5539,0,92.3493,113.143,92.3493,73.5887,150.077,73.5887,150.077,113.143
2085,83440,44,122.12,92.6859,55.5648,38.0722,0,94.3371,111.722,94.3371,73.6498,149.902,73.6498,149.902,111.722
2086,83480,41,121.687,92.6081,53.587,36.717,0,94.8931,110.967,94.8931,74.2496,148.48,74.2496,148.48,110.967
2087,83520,41,122.59,93.1135,53.698,36.7931,0,95.7407,111.51,95.7407,74.7169,149.439,74.7169,149.439,111.51
2088,83560,42,121.627,92.9557,54.499,37.3419,0,94.3779,111.627,94.3779,74.2848,148.877,74.2848,148.877,111.627
2089,83600,43,121.746,93.2025,53.7426,36.8236,0,94.8745,111.614,94.8745,74.7906,148.617,74.7906,148.617,111.614
2090,83640,39,122.309,93.5741,54.7616,37.5219,0,94.9284,112.335,94.9284,74.8131,149.69,74.8131,149.69,112.335
2091,83680,41,122.396,93.587,53.0284,36.3343,0,95.8822,111.754,95.8822,75.4198,148.911,75.4198,148.911,111.754
2092,83720,41,120.455,93.628,53.3514,36.5556,0,93.7789,111.906,93.7789,75.3502,147.13,75.3502,147.13,111.906
2093,83760,40,121.868,94.1125,53.1277,36.4023,0,95.304,112.314,95.304,75.9114,148.432,75.9114,148.432,112.314
2094,83800,43,133.54,96.1896,62.8009,43.0302,0,102.14,117.705,102.14,74.6744,164.941,74.6744,164.941,117.705
2095,83840,43,130.874,95.4804,59.7854,40.9641,0,100.981,115.962,100.981,74.9984,160.766,74.9984,160.766,115.962
2096,83880,39,130.928,95.5233,64.3927,44.1209,0,98.732,117.584,98.732,73.4628,163.125,73.4628,163.125,117.584
2097,83920,38,129.045,94.8149,60.2014,41.2491,0,98.944,115.439,98.944,74.1903,159.145,74.1903,159.145,115.439
2098,83960,40,129.675,94.703,60.0712,41.1599,0,99.6393,115.283,99.6393,74.123,159.711,74.123,159.711,115.283
2099,84000,40,130.978,95.6097,61.0079,41.8017,0,100.474,116.511,100.474,74.7089,161.482,74.7089,161.482,116.511
2100,84040,40,130.874,94.6355,61.4448,42.1011,0,100.151,115.686,100.151,73.5849,161.596,73.5849,161.596,115.686
2101,84080,40,131.208,93.7378,64.9519,44.5041,0,98.7316,115.99,98.7316,71.4858,163.683,71.4858,163.683,115.99
2102,84120,41,130.978,93.6419,65.3006,44.743,0,98.3275,116.013,98.3275,71.2703,163.628,71.2703,163.628,116.013
2103,84160,35,131.281,93.8844,66.1786,45.3446,0,98.1914,116.557,98.1914,71.2121,164.37,71.2121,164.37,116.557
2104,84200,36,130.003,94.3767,65.9594,45.1944,0,97.0229,116.974,97.0229,71.7795,162.982,71.7795,162.982,116.974
2105,84240,37,131.033,94.3155,58.9708,40.4059,0,101.547,114.518,101.547,74.1125,160.518,74.1125,160.518,114.518
2106,84280,37,130.713,94.1449,61.5503,42.1734,0,99.9378,115.232,99.9378,73.0582,161.488,73.0582,161.488,115.232
2107,84320,38,129.88,93.0573,65.6567,44.987,0,97.0516,115.551,97.0516,70.5639,162.708,70.5639,162.708,115.551
2108,84360,39,131.078,92.2807,70.2076,48.1052,0,95.9744,116.333,95.9744,68.2281,166.182,68.2281,166.182,116.333
2109,84400,37,132.12,92.2273,68.1463,46.6928,0,98.0464,115.574,98.0464,68.8809,166.193,68.8809,166.193,115.574
2110,84440,36,134.31,93.123,66.0449,45.253,0,101.287,115.749,101.287,70.4965,167.332,70.4965,167.332,115.749
2111,84480,40,134.007,92.4094,68.3486,46.8314,0,99.8325,115.825,99.8325,68.9937,168.181,68.9937,168.181,115.825
2112,84520,38,133.386,92.2847,67.1714,46.0248,0,99.8004,115.297,99.8004,69.2723,166.972,69.2723,166.972,115.297
2113,84560,39,132.1,92.7206,67.1003,45.9761,0,98.5497,115.709,98.5497,69.7326,165.65,69.7326,165.65,115.709
2114,84600,37,130.885,92.5351,69.0836,47.3351,0,96.3431,116.203,96.3431,68.8676,165.427,68.8676,165.427,116.203
2115,84640,38,131.128,92.4533,69.196,47.4121,0,96.5305,116.159,96.5305,68.7473,165.726,68.7473,165.726,116.159
2116,84680,37,130.296,92.3945,69.7515,47.7927,0,95.4201,116.291,95.4201,68.4981,165.172,68.4981,165.172,116.291
2117,84720,38,130.602,92.5153,68.8676,47.187,0,96.1687,116.109,96.1687,68.9217,165.036,68.9217,165.036,116.109
2118,84760,39,130.327,91.7386,73.8445,50.5972,0,93.4048,117.037,93.4048,66.44,167.249,66.44,167.249,117.037
2119,84800,41,130.017,91.4444,73.9058,50.6392,0,93.064,116.764,93.064,66.1248,166.97,66.1248,166.97,116.764
2120,84840,36,126.299,88.9625,76.8327,52.6446,0,87.8831,115.285,87.8831,62.6402,164.716,62.6402,164.716,115.285
2121,84880,35,123.941,87.9018,75.3061,51.5986,0,86.288,113.701,86.288,62.1025,161.594,62.1025,161.594,113.701
2122,84920,35,121.853,89.4068,73.7515,50.5334,0,84.9774,114.673,84.9774,64.1401,158.729,64.1401,158.729,114.673
2123,84960,35,121.975,88.7067,75.8203,51.9509,0,84.0645,114.682,84.0645,62.7313,159.885,62.7313,159.885,114.682
2124,85000,36,121.01,88.3477,75.8401,51.9645,0,83.0897,114.33,83.0897,62.3654,158.93,62.3654,158.93,114.33
2125,85040,35,120.243,88.1508,75.6276,51.8189,0,82.4289,114.06,82.4289,62.2414,158.056,62.2414,158.056,114.06
2126,85080,34,120.366,89.4338,73.2844,50.2134,0,83.724,114.541,83.724,64.3271,157.008,64.3271,157.008,114.541
2127,85120,37,121.952,89.4254,73.346,50.2556,0,85.2789,114.553,85.2789,64.2975,158.625,64.2975,158.625,114.553
2128,85160,38,122.753,90.013,75.37,51.6424,0,85.0675,115.834,85.0675,64.1918,160.438,64.1918,160.438,115.834
2129,85200,38,123.843,90.6491,73.586,50.42,0,87.0505,115.859,87.0505,65.4391,160.636,65.4391,160.636,115.859
2130,85240,39,124.232,91.0993,72.8746,49.9326,0,87.7951,116.066,87.7951,66.133,160.67,66.133,160.67,116.066
2131,85280,39,125.282,90.8163,79.5873,54.532,0,85.4882,118.082,85.4882,63.5503,165.075,63.5503,165.075,118.082
2132,85320,39,133.867,94.538,76.8382,52.6484,0,95.4476,120.862,95.4476,68.2138,172.286,68.2138,172.286,120.862
2133,85360,34,129.543,94.8716,82.404,56.462,0,88.3415,123.103,88.3415,66.6406,170.745,66.6406,170.745,123.103
2134,85400,32,130.535,96.6742,79.058,54.1694,0,91.0057,123.759,91.0057,69.5895,170.064,69.5895,170.064,123.759
2135,85440,33,132.359,98.5919,71.7183,49.1403,0,96.4996,123.162,96.4996,74.0218,168.218,74.0218,168.218,123.162
2136,85480,32,132.858,99.0941,77.3638,53.0085,0,94.1765,125.598,94.1765,72.5898,171.54,72.5898,171.54,125.598
2137,85520,34,132.828,99.7181,70.8069,48.5158,0,97.4244,123.976,97.4244,75.4602,168.231,75.4602,168.231,123.976
2138,85560,35,133.452,99.5118,73.8581,50.6065,0,96.5235,124.815,96.5235,74.2086,170.382,74.2086,170.382,124.815
2139,85600,31,129.899,100.842,74.2833,50.8978,0,92.7569,126.291,92.7569,75.3934,167.04,75.3934,167.04,126.291
2140,85640,33,128.226,100.174,78.1798,53.5677,0,89.1363,126.958,89.1363,73.3899,167.316,73.3899,167.316,126.958
2141,85680,32,131.985,101.106,74.2977,50.9077,0,94.8365,126.56,94.8365,75.6519,169.134,75.6519,169.134,126.56
2142,85720,35,129.89,101.501,73.7221,50.5133,0,93.0287,126.758,93.0287,76.2446,166.751,76.2446,166.751,126.758
2143,85760,36,128.354,101.246,80.3903,55.0822,0,88.1591,128.787,88.1591,73.7052,168.549,73.7052,168.549,128.787
2144,85800,35,130.868,102.853,74.7227,51.1989,0,93.507,128.453,93.507,77.2537,168.23,77.2537,168.23,128.453
2145,85840,34,132.333,103.33,74.3367,50.9344,0,95.1651,128.797,95.1651,77.8628,169.502,77.8628,169.502,128.797
2146,85880,33,131.064,103.407,77.0671,52.8052,0,92.5309,129.809,92.5309,77.004,169.598,77.004,169.598,129.809
2147,85920,37,131.918,103.477,78.0293,53.4645,0,92.9037,130.209,92.9037,76.7446,170.933,76.7446,170.933,130.209
2148,85960,37,135.204,102.727,77.1298,52.8482,0,96.6391,129.151,96.6391,76.303,173.769,76.303,173.769,129.151
2149,86000,35,136.891,102.937,74.8267,51.2701,0,99.4779,128.572,99.4779,77.3015,174.305,77.3015,174.305,128.572
2150,86040,34,144.089,104.948,70.9865,48.6389,0,108.595,129.268,108.595,80.629,179.582,80.629,179.582,129.268
2151,86080,31,146.15,105.179,66.8007,45.7708,0,112.75,128.064,112.75,82.2935,179.55,82.2935,179.55,128.064
2152,86120,32,147.256,105.69,66.7409,45.7299,0,113.886,128.555,113.886,82.8247,180.626,82.8247,180.626,128.555
2153,86160,33,148.343,105.479,63.3424,43.4013,0,116.672,127.18,116.672,83.7786,180.015,83.7786,180.015,127.18
2154,86200,29,158.754,103.773,76.542,52.4455,0,120.483,129.996,120.483,77.5507,197.025,77.5507,197.025,129.996
2155,86240,25,154.658,103.189,90.1567,61.774,0,109.58,134.076,109.58,72.3021,199.737,72.3021,199.737,134.076
2156,86280,24,155.767,103.902,79.2537,54.3035,0,116.14,131.054,116.14,76.7505,195.394,76.7505,195.394,131.054
2157,86320,26,159.852,105.081,78.0039,53.4471,0,120.85,131.805,120.85,78.3577,198.854,78.3577,198.854,131.805
2158,86360,30,162.862,103.833,84.0179,57.5678,0,120.853,132.616,120.853,75.0486,204.871,75.0486,204.871,132.616
2159,86400,29,163.231,101.781,82.9912,56.8643,0,121.736,130.213,121.736,73.3491,204.727,73.349,204.727,130.213
2160,86440,27,164.779,101.504,95.6505,65.5383,0,116.953,134.273,116.953,68.7345,212.604,68.7345,212.604,134.273
2161,86480,28,167.054,100.083,89.0407,61.0093,0,122.534,130.588,122.534,69.5786,211.574,69.5786,211.574,130.588
2162,86520,28,171.815,102.725,76.1215,52.1573,0,133.754,128.804,133.754,76.6467,209.876,76.6467,209.876,128.804
2163,86560,33,171.491,102.349,77.0432,52.7888,0,132.969,128.744,132.969,75.9548,210.013,75.9548,210.013,128.744
2164,86600,32,175.711,102.099,77.2315,52.9179,0,137.095,128.558,137.095,75.6397,214.326,75.6397,214.326,128.558
2165,86640,31,175.291,101.54,81.1645,55.6127,0,134.709,129.346,134.709,73.7338,215.873,73.7338,215.873,129.346
2166,86680,27,176.849,101.174,75.8236,51.9532,0,138.937,127.151,138.937,75.1976,214.761,75.1976,214.761,127.151
2167,86720,24,179.251,99.2997,86.798,59.4727,0,135.852,129.036,135.852,69.5634,222.65,69.5634,222.65,129.036
2168,86760,26,181.141,99.8385,77.5921,53.165,0,142.345,126.421,142.345,73.256,219.937,73.256,219.937,126.421
2169,86800,24,179.102,97.6853,77.6537,53.2072,0,140.275,124.289,140.275,71.0817,217.929,71.0817,217.929,124.289
2170,86840,26,180.686,98.3065,71.8939,49.2606,0,144.74,122.937,144.74,73.6762,216.633,73.6762,216.633,122.937
2171,86880,25,181.124,97.68,70.7531,48.479,0,145.747,121.92,145.747,73.4405,216.5,73.4405,216.5,121.92
2172,86920,29,179.561,96.5688,79.3225,54.3506,0,139.9,123.744,139.9,69.3936,219.222,69.3936,219.222,123.744
2173,86960,29,177.642,96.4372,82.0276,56.2041,0,136.629,124.539,136.629,68.3351,218.656,68.3351,218.656,124.539
2174,87000,28,176.649,96.2389,82.2758,56.3741,0,135.511,124.426,135.511,68.0518,217.787,68.0518,217.787,124.426
2175,87040,31,174.905,94.0278,81.2963,55.703,0,134.257,121.879,134.257,66.1763,215.554,66.1763,215.554,121.879
2176,87080,32,173.581,93.6666,86.0075,58.931,0,130.577,123.132,130.577,64.2011,216.585,64.2011,216.585,123.132
2177,87120,33,173.958,93.7649,82.2142,56.3319,0,132.851,121.931,132.851,65.5989,215.065,65.5989,215.065,121.931
2178,87160,27,174.958,92.6618,76.7209,52.568,0,136.597,118.946,136.597,66.3778,213.318,66.3778,213.318,118.946
2179,87200,22,170.919,94.6649,120.095,82.2875,0,110.872,135.809,110.872,53.5211,230.967,53.5211,230.967,135.809
2180,87240,23,163.738,91.6695,109.341,74.9191,0,109.068,129.129,109.068,54.21,218.409,54.21,218.409,129.129
2181,87280,25,163.37,91.3066,110.398,75.6428,0,108.171,129.128,108.171,53.4852,218.569,53.4852,218.569,129.128
2182,87320,27,166.401,91.806,100.359,68.7645,0,116.222,126.188,116.222,57.4237,216.581,57.4237,216.581,126.188
2183,87360,27,168.252,95.2471,116.846,80.0611,0,109.829,135.278,109.829,55.2166,226.675,55.2166,226.675,135.278
2184,87400,26,168.472,95.8529,110.296,75.5729,0,113.324,133.639,113.324,58.0664,223.62,58.0664,223.62,133.639
2185,87440,28,169.107,94.9209,109.298,74.8892,0,114.458,132.366,114.458,57.4763,223.755,57.4763,223.755,132.366
2186,87480,34,171.615,94.2457,113.017,77.4376,0,115.106,132.965,115.106,55.5269,228.123,55.5269,228.123,132.965
2187,87520,32,172.675,96.2598,107.261,73.4936,0,119.044,133.007,119.044,59.513,226.305,59.513,226.305,133.007
2188,87560,27,173.446,95.8474,112.085,76.7993,0,117.403,134.247,117.403,57.4477,229.489,57.4477,229.489,134.247
2189,87600,30,174.903,96.894,101.483,69.5349,0,124.161,131.661,124.161,62.1266,225.645,62.1266,225.645,131.661
2190,87640,25,176.753,99.0989,96.3527,66.0194,0,128.577,132.109,128.577,66.0891,224.93,66.0891,224.93,132.109
2191,87680,25,175.672,97.8086,104.602,71.6717,0,123.371,133.644,123.371,61.9727,227.973,61.9727,227.973,133.644
2192,87720,28,179.716,99.4079,89.1362,61.0748,0,135.148,129.945,135.148,68.8705,224.284,68.8705,224.284,129.945
2193,87760,30,180.066,98.8422,87.8082,60.1649,0,136.162,128.925,136.162,68.7598,223.97,68.7598,223.97,128.925
2194,87800,31,182.094,99.5738,83.5315,57.2345,0,140.328,128.191,140.328,70.9565,223.86,70.9565,223.86,128.191
2195,87840,30,182.001,99.7568,89.6769,61.4453,0,137.163,130.479,137.163,69.0341,226.84,69.0341,226.84,130.479
2196,87880,32,180.617,99.2406,87.6061,60.0264,0,136.814,129.254,136.814,69.2274,224.42,69.2274,224.42,129.254
2197,87920,28,180.536,99.2411,89.1419,61.0787,0,135.965,129.781,135.965,68.7018,225.107,68.7018,225.107,129.781
2198,87960,29,180.288,98.4628,90.5522,62.045,0,135.012,129.485,135.012,67.4403,225.564,67.4403,225.564,129.485
2199,88000,31,181.215,98.2289,96.5139,66.1299,0,132.958,131.294,132.958,65.1639,229.472,65.1639,229.472,131.294
2200,88040,32,181.702,98.5187,92.4609,63.3528,0,135.472,130.195,135.472,66.8422,227.933,66.8422,227.933,130.195
2201,88080,33,182.903,99.9741,85.5527,58.6195,0,140.127,129.284,140.127,70.6644,225.68,70.6644,225.68,129.284
2202,88120,33,184.458,100.025,82.1061,56.2579,0,143.405,128.154,143.405,71.8956,225.511,71.8956,225.511,128.154
2203,88160,30,180.41,99.9744,83.4002,57.1446,0,138.71,128.547,138.71,71.4021,222.11,71.4021,222.11,128.547
2204,88200,29,182.031,99.6665,82.1822,56.31,0,140.94,127.821,140.94,71.5114,223.122,71.5114,223.122,127.821
2205,88240,29,183.166,100.472,80.0857,54.8735,0,143.123,127.909,143.123,73.0353,223.208,73.0353,223.208,127.909
2206,88280,28,184.324,99.0463,88.9716,60.9621,0,139.838,129.527,139.838,68.5652,228.81,68.5652,228.81,129.527
2207,88320,28,185.259,99.1945,86.486,59.2589,0,142.016,128.824,142.016,69.565,228.502,69.565,228.502,128.824
2208,88360,31,186.923,99.3125,89.5215,61.3388,0,142.162,129.982,142.162,68.6431,231.684,68.6431,231.684,129.982
2209,88400,30,188.198,100.993,91.0514,62.3871,0,142.672,132.187,142.672,69.7994,233.724,69.7994,233.724,132.186
2210,88440,31,187.395,101.618,85.2231,58.3936,0,144.784,130.815,144.784,72.4214,230.007,72.4214,230.007,130.815
2211,88480,32,189.165,103.072,86.465,59.2446,0,145.933,132.694,145.933,73.4496,232.398,73.4496,232.398,132.694
2212,88520,32,189.121,101.669,84.5567,57.937,0,146.843,130.638,146.843,72.7006,231.4,72.7006,231.4,130.638
2213,88560,35,189.717,102.626,84.4369,57.8549,0,147.499,131.553,147.499,73.6986,231.936,73.6986,231.936,131.553
2214,88600,33,190.132,101.275,90.0963,61.7326,0,145.084,132.142,145.084,70.409,235.18,70.409,235.18,132.142
2215,88640,33,189.762,101.655,86.6581,59.3768,0,146.433,131.344,146.433,71.967,233.091,71.967,233.091,131.344
2216,88680,33,187.236,99.7258,86.0412,58.9541,0,144.216,129.203,144.216,70.2487,230.257,70.2487,230.257,129.203
2217,88720,33,186.249,98.9747,85.9741,58.9082,0,143.262,128.429,143.262,69.5206,229.236,69.5206,229.236,128.429
2218,88760,35,185.32,97.7913,89.6471,61.4249,0,140.496,128.504,140.496,67.0789,230.143,67.0789,230.143,128.504
2219,88800,31,180.71,95.1234,85.3203,58.4602,0,138.05,124.354,138.05,65.8933,223.37,65.8933,223.37,124.354
2220,88840,33,177.086,93.4597,86.1217,59.0093,0,134.025,122.964,134.025,63.9551,220.147,63.9551,220.147,122.964
2221,88880,32,171.596,90.8094,82.48,56.5141,0,130.356,119.066,130.356,62.5524,212.836,62.5524,212.836,119.066
2222,88920,31,168.016,88.9767,78.2254,53.5989,0,128.903,115.776,128.903,62.1772,207.129,62.1772,207.129,115.776
2223,88960,32,163.089,86.3223,77.2307,52.9173,0,124.474,112.781,124.474,59.8637,201.704,59.8637,201.704,112.781
2224,89000,31,153.65,82.0791,85.254,58.4148,0,111.023,111.286,111.023,52.8717,196.277,52.8717,196.277,111.286
2225,89040,32,150.362,79.2539,88.1227,60.3803,0,106.3,109.444,106.3,49.0638,194.423,49.0638,194.423,109.444
2226,89080,37,146.366,79.2911,81.196,55.6343,0,105.768,107.108,105.768,51.474,186.964,51.474,186.964,107.108
2227,89120,38,144.391,77.8713,88.028,60.3155,0,100.377,108.029,100.377,47.7136,188.405,47.7136,188.405,108.029
2228,89160,36,137.915,75.9206,88.631,60.7287,0,93.6,106.285,93.6,45.5562,182.231,45.5562,182.231,106.285
2229,89200,35,137.914,76.6651,87.5255,59.9712,0,94.1516,106.651,94.1516,46.6795,181.677,46.6795,181.677,106.651
2230,89240,35,137.323,76.6861,88.4866,60.6297,0,93.0793,107.001,93.0793,46.3712,181.566,46.3712,181.566,107.001
2231,89280,30,131.297,77.1108,87.0346,59.6348,0,87.7796,106.928,87.7796,47.2934,174.814,47.2934,174.814,106.928
2232,89320,33,128.558,78.3317,75.5874,51.7914,0,90.7643,104.227,90.7643,52.436,166.352,52.436,166.352,104.227
2233,89360,33,126.198,78.0549,76.1839,52.2001,0,88.1058,104.155,88.1058,51.9548,164.29,51.9548,164.29,104.155
2234,89400,31,119.66,77.8873,74.1366,50.7973,0,82.5917,103.286,82.5917,52.4887,156.728,52.4887,156.728,103.286
2235,89440,30,121.843,77.9578,82.6549,56.6339,0,80.5156,106.275,80.5156,49.6408,163.17,49.6408,163.17,106.275
2236,89480,29,121.718,79.9053,72.322,49.554,0,85.5568,104.682,85.5568,55.1283,157.879,55.1283,157.879,104.682
2237,89520,32,121.213,80.5826,70.9941,48.6441,0,85.7159,104.905,85.7159,56.2605,156.71,56.2605,156.71,104.905
2238,89560,29,121.035,80.7204,69.6897,47.7503,0,86.1902,104.596,86.1902,56.8453,155.88,56.8453,155.88,104.596
2239,89600,31,120.456,81.9805,67.7543,46.4243,0,86.579,105.193,86.579,58.7684,154.333,58.7684,154.333,105.193
2240,89640,31,121.056,83.6041,61.5188,42.1517,0,90.2962,104.68,90.2962,62.5282,151.815,62.5282,151.815,104.68
2241,89680,30,121.676,84.2767,61.8151,42.3548,0,90.7687,105.454,90.7687,63.0993,152.584,63.0993,152.584,105.454
2242,89720,30,121.029,83.8982,67.119,45.9889,0,87.4692,106.893,87.4692,60.9037,154.588,60.9037,154.588,106.893
2243,89760,31,121.512,84.9547,65.9866,45.2131,0,88.5184,107.561,88.5184,62.3482,154.505,62.3482,154.505,107.561
2244,89800,30,123.005,85.6739,62.0153,42.492,0,91.9977,106.92,91.9977,64.4279,154.013,64.4279,154.013,106.92
2245,89840,29,123.824,86.6242,53.4098,36.5956,0,97.1187,104.922,97.1187,68.3264,150.529,68.3264,150.529,104.922
2246,89880,30,124.668,88.4305,47.7949,32.7484,0,100.771,104.805,100.771,72.0564,148.566,72.0564,148.566,104.805
2247,89920,31,129.646,92.1983,41.4319,28.3886,0,108.93,106.393,108.93,78.0041,150.362,78.0041,150.362,106.393
2248,89960,33,130.088,92.9071,39.9791,27.3931,0,110.099,106.604,110.099,79.2105,150.078,79.2105,150.078,106.604
2249,90000,33,131.775,94.4125,38.2934,26.2381,0,112.628,107.532,112.628,81.2935,150.922,81.2935,150.922,107.532
2250,90040,32,134.73,95.959,41.4222,28.3819,0,114.019,110.15,114.019,81.7681,155.441,81.7681,155.441,110.15
2251,90080,37,136.558,95.6607,37.1422,25.4493,0,117.987,108.385,117.987,82.936,155.129,82.936,155.129,108.385
2252,90120,38,136.726,96.577,39.2869,26.9188,0,117.083,110.036,117.083,83.1176,156.369,83.1176,156.369,110.036
2253,90160,35,142.201,99.3206,42.7948,29.3223,0,120.804,113.982,120.804,84.6594,163.598,84.6594,163.598,113.982
2254,90200,35,142.456,99.2793,45.7017,31.3141,0,119.605,114.936,119.605,83.6222,165.306,83.6222,165.306,114.936
2255,90240,34,145.966,100.315,45.9022,31.4515,0,123.015,116.041,123.015,84.5897,168.917,84.5897,168.917,116.041
2256,90280,33,150.457,101.057,54.9893,37.6779,0,122.962,119.896,122.962,82.2178,177.952,82.2178,177.952,119.896
2257,90320,35,152.203,100.656,67.7832,46.444,0,118.312,123.878,118.312,77.4341,186.095,77.4341,186.095,123.878
